IEEE International Symposium on Web Systems Evolution [WSE],20
IEEE International Test Conference [ITC],70
IEEE International Working Conference on Mining Software Repositories [MSR],140
IEEE International Workshop on Cellular Nanoscale Networks and Applications [CNNA],20
IEEE International Workshop on Databases for Next-Generation Researchers [SWOD],20
IEEE International Workshop on Future Trends of Distributed Computing Systems [FTDCS],20
IEEE International Workshop on Neural Networks for Signal Processing [NNSP],20
IEEE International Workshop on Object-Oriented Real-Time Dependable Systems [WORDS],70
IEEE International Workshop on Quality of Service [IWQoS],70
IEEE International Workshop on Source Code Analysis and Manipulation [SCAM],20
IEEE International Working Conference on Software Visualisation [VISSOFT],70
IEEE Network Operations and Management Symposium [NOMS],70
IEEE Pacific Visualization Symposium (was APVIS) [PacificVis],70
IEEE Real-Time and Embedded Technology and Applications Symposium [RTAS],140
IEEE Software Engineering Workshop [SEW],20
IEEE Swarm Intelligence Symposium [IEEE SIS],20
IEEE Symposium on 3D User Interfaces [3DUI],70
IEEE Symposium on Advanced Management of Information for Globalized Enterprises [AMIGE],20
IEEE Symposium on Computational Intelligence and Data Mining [CIDM],20
"Conference on Games [COG]
(IEEE Symposium on Computational Intelligence and Games [CIG])",20
IEEE Symposium on Computational Intelligence for Financial Engineering [IEEE CIFEr],20
IEEE Symposium on Computational intelligence for Image Processing [IEEE CIIP],20
IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing [IEEE CIMSIVP],20
IEEE Symposium on Computational Intelligence for Security and Defence Applications [IEEE CISDA],20
IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology [CIBCB],20
IEEE Symposium on Computational Intelligence in Control and Automation [IEEE CICA],20
IEEE Symposium on Computational Intelligence in Cyber Security [IEEE CICS],20
IEEE Symposium on Computational Intelligence in Image and Signal Processing [CIISP],20
IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making [IEEE MCDM],20
IEEE Symposium on Computational Intelligence in Scheduling [IEEE CI-Sched],20
IEEE Symposium on Computer Arithmetic [ARITH],20
IEEE Symposium on Computers and Communications [ISCC],70
IEEE Symposium on Foundations of Computer Science [FOCS],200
IEEE Symposium on High-Performance Interconnects [HOTI],70
IEEE Symposium on Intelligent Agents [IEEE IA],20
IEEE Symposium on Logic in Computer Science [LICS],200
"IEEE International Symposium on Rapid System Prototyping [RSP]
(IEEE Symposium on Rapid Prototyping [RSP])",20
IEEE Symposium on Security and Privacy [SP],200
IEEE Symposium on Visual Analytics Science and Technology [IEEE VAST],20
IEEE Symposium on Visual Languages and Human-Centric Computing (was VL) [VL/HCC],70
IEEE Systems and Information Engineering Design Symposium [SIEDS],20
IEEE Tencon (IEEE Region 10 Conference) [Tencon],20
IEEE Vehicular Technology Conference [VTC],70
"IEEE Conference on Virtual Reality and 3D User Interfaces [VR]
(IEEE Virtual Reality Conference [VR])",140
IEEE Visualization [IEEE VIS],140
IEEE Wireless Communications and Networking Conference [WCNC],70
IEEE Working Conference on Reverse Engineering [WCRE],70
IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data [WARDS],20
IEEE Workshop on Applications of Computer Vision [WACV],140
IEEE Workshop on Computational Intelligence for Visual Intelligence [IEEE CIVI],20
IEEE Workshop on Computational Intelligence in Aerospace Applications [IEEE CIAA],20
"IEEE Workshop on Computational Intelligence in Biometrics: Theory, Algorithms, and Applications [IEEE CIB]",20
IEEE Workshop on Computational Intelligence in Vehicles and Vehicular Systems [IEEE CIWS],20
IEEE Workshop on Computational Intelligence in Virtual Environments [IEEE CIVE],20
IEEE Workshop on Evolvable and Adaptive Hardware [IEEE WEAH],20
IEEE Workshop on Evolving and Self-Developing Intelligent Systems [IEEE ESDIS],20
IEEE Workshop on High Performance Switching and Routing [HPSR],20
IEEE Workshop on Hot Topics in Web Systems and Technologies [HotWeb],70
IEEE Workshop on Hybrid Intelligent Models and Applications [IEEE HIMA],20
IEEE Workshop on Memetic Algorithms [IEEE WOMA],20
IEEE Workshop on Organic Computing [IEEE OC],20
IEEE Workshop on Robotic Intelligence in Informationally Structured Space [IEEE RiiSS],20
IEEE Workshop on Speech Coding [SCW],20
IEEE/ACIS International Conference on Computer and Information Science [ICIS],20
IEEE/ACM International Conference on Computer-Aided Design [ICCAD],140
IEEE/ACM International Conference on Grid Computing [GRID],140
IEEE/ACM International Symposium on Mixed and Augmented Reality [ISMAR],200
"IEEE/IFIP International Conference on Dependable Systems and Networks [DSN]
(IEEE/IFIP International Conference on Dependable Systems [DSN])",140
IEEE/IFIP International Conference on Embedded and Ubiquitous Computing [EUC],20
IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems [BASYS],70
"International Conference on Trust, Security and Privacy in Computing and Communications [TrustCom]
(IEEE/IFIP International Symposium on Trusted Computing and Communications [TrustCom])",140
International Conference on Software Architecture (was previously WICSA) [ICSA],20
IEEE/RSJ International Conference on Intelligent Robots and Systems [IROS],140
IEEE/WIC/ACM International Joint Conferences on Web Inteligence and Intelligent Agent Technology [WI-IAT],70
"IFAC Symposium on Systems Structure and Control [SSSC]
(IFAC Conference on System Structure and Control [SSC])",20
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes [SAFEProcess]",20
IFIP Conference on Biologically Inspired Collaborative Computing [BICC],20
IFIP Congress (Information Processing) [Information Processing],20
IFIP International Conference on Broadband Communications [BC],20
IFIP International Conference on Distributed Applications and Interoperable Systems [DAIS],70
IFIP International Conference on Open Distributed Processing [ODP],70
IFIP International Conference on Theoretical Computer Science [IFIP TCS],20
IFIP Information Security & Privacy Conference [IFIP SEC],70
"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification [FORTE]",70
"IFIP International Conference on Networking [Networking]
(IFIP Networking 200X [Networking 200X])",140
IFIP TC13 Conference on Human-Computer Interaction [Interact],140
IFIP Working Conference on Visual Database Systems [VDbS],70
IFIP Working Conferences on Virtual Enterprises [PRO-VE],20
IFIP?International Conference on Network and Parallel Computing [NPC],20
IFIP/ACM Working Conference on Component Deployment [CD],70
IFIP/IEEE International Symposium on Integrated Management [IM],140
International Conference on Network and Service Management (amalgamation of DSOM and related workshops from 2010) [CNSM],70
IFSA World Congress [IFSA],70
IMA International Conference on Cryptography and Coding [IMACC],70
Image and Vision Computing Conference [IVCNZ],70
Inductive Logic Programming [ILP],70
Industrial Simulation Conference [ISC],20
Informatics Education Europe [IEE],20
Information Integration and Web-based Applications and Services [IIWAS],20
Information Processing in Sensor Networks [IPSN],200
Information Security Practice and Experience Conference [ISPEC],70
Information Security Symposium [CERIAS],20
Information Security Conference [ISC],70
Information Systems Education Conference [ISECON],70
Information Theory Workshop [ITW],70
Information Visualisation Theory and Practice [InfVis],20
Information Visualization Evaluation [IVE],20
Information Visualization in Biomedical Informatics [IVBI],20
Informing Science and Information Technology Education [InSITE],20
Innovative Applications in AI [IAAI],70
International Conference on Innovations for Community Services [I4CS],20
Institute for Small Business and Entrepreneurship Annual Conference [ISBE],20
Int. Workshop on Formal Methods for Industrial Critical Systems [FMICS],20
Int. Workshop on Multi-Media Data Base Management Systems [IW-MMDBMS],20
Integrated Data Environments Australia Workshop [IDEAW],20
Integrated Formal Methods [IFM],70
Integration of Software Engineering and Agent Technology [ISEAT],70
"Intelligence Tools, Data Mining, Visualization [IDV]",20
Intelligent Data Analysis [IDA],140
Intelligent Systems in Molecular Biology [ISMB],140
Intelligent Virtual Agents [IVA],70
Interaction [Interaction],20
Interactive Entertainment [IE],70
International and Interdisciplinary Conference on Modelling and Using Context [CONTEXT],20
International Atlantic Web Intelligence Conference [AWIC],20
International Baltic Conference on Databases and Information Systems [DB&IS],70
International Business Information Management [IBIMA],70
International Cognitive Robotics Conference [COGROBO],70
International Colloquium on Automata Languages and Programming [ICALP],140
"International Colloquium on Data Sciences, Knowledge Discovery and Business Intelligence [DSKDB]",20
International Colloquium on Structural Information and Communication Complexity [SIROCCO],70
International Colloquium on Theoretical Aspects of Computing [ICTAC],70
International Computer Science Conference [ICSC],70
International Computer Science Symposium in Russia [CSR],20
International Computer Software and Applications Conference [COMPSAC],70
International Computing Education Research Workshop [ICER],70
International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region [HPC Asia],70
"International Conference Computer Graphics, Imaging and Visualization [CGIV]",20
International Conference Formal Concept Analysis Conference [ICFCA],20
"International Conference Imaging Science, Systems and Technology [CISST]",20
International Conference in Business Process Management [BPM],140
International Conference of Society for Group Decision and Negotiation [GDN],70
"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z [ABZ]",20
International Conference on 3G Mobile Communication Technologies [3G],20
International Conference on Adaptive and Natural Computing Algorithms [ICANNGA],20
International Conference on AD-HOC Networks and Wireless [ADHOC-NOW],70
International Conference on Advanced Computing and Communications [AdCom],70
International Conference on Advanced Data Mining and Applications [ADMA],70
International Conference on Advanced Information Management [IMS],20
International Conference on Advanced Information Networking and Applications (was ICOIN) [AINA],70
International Conference on Advanced Information Systems Engineering [CaiSE],140
International Conference on Advanced Language Processing and Web Information Technology [ALPIT],20
International Conference on Advances in Computer-Human Interactions [ACHI],20
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet [SSGRR]",20
International Conference on Advances in Intelligent Systems: Theory and Applications [AISTA],70
International Conference on Advances in Mobile Computing and Multimedia [MOMM],70
International Conference on Advances in Pattern Recognition and Digital Techniques [ICAPRDT],20
International Conference on Affective Computing and Intelligent [ACII],20
International Conference on Agents and Artificial Intelligence [ICAART],20
International Conference on Algebraic and Logic Programming [ALP],70
International Conference on Algorithms and Architectures for Parallel Processing [ICA3PP],70
International Conference on Algorithms and Complexity (was Italian Conference ) [CIAC],20
International Conference on Applied Cryptography and Network Security [ACNS],70
International Conference on Apps for Specific Array Processors [ASAP],140
International Conference on Artificial Intelligence [IC-AI],20
International Conference on Artificial Intelligence and Law [ICAIL],20
International Conference on Artificial Intelligence and Pattern Recognition [AIPR],20
International Conference on Artificial Intelligence and Soft Computing [ICAISC],20
International Conference on Artificial Intelligence and Statistics [AISTATS],140
International Conference on Artificial Intelligence in Science and Technology [AISAT],20
International Conference on Artificial Neural Networks [ICANN],70
International Conference on Artificial Reality and Telexistence [ICAT],70
"ArtsIT, Interactivity & Game Creation [ArtsIT]
(International Conference on Arts and Technology [ArtsIT])",20
International Conference on Automated Deduction [CADE],140
International Conference on Automated Planning and Scheduling [ICAPS],200
"International Conference on Advanced and Trusted Computing [ATC]
(International Conference on Autonomic and Trusted Computing [ATC])",20
International Joint Conference on Autonomous Agents and Multiagent Systems [AAMAS],200
"International Conference on Availability, Reliability and Security [ARES]",70
"International Conference on Broadband Communications, Networks and Systems [Broadnets]",70
International Conference on Business Information Systems [BIS],70
"International Conference on CAD/CAM, Robotics and Factories of the Future [RFF]",20
International Conference on Case-Based Reasoning [ICCBR],70
International Conference on Chinese Computing [ICCC],20
IEEE International Conference on Cloud Computing Technology and Science [CloudCom],20
"International Conference on Collaborative Computing: Networks, Applications and Worksharing [CollaborateCom]",20
International Conference on Communication System Software and Middleware [COMSWARE],20
International Conference on Communications in Computing [CIC],20
International Conference on Compiler Construction [CC],140
"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems [CASES]",140
International Conference on Complex Systems [CxS],20
"International Conference on Complex, Intelligent and Software Intensive Systems [CISIS]",20
International Conference on Computability and Complexity in Analysis [CCA],20
"International Conference on Computational Collective Intelligence [ICCCI]
(International Conference on Computational Collective Intelligence: Semantic Web, Social Networks and Multiagent Systems [ICCCI])",20
International Conference on Computational Engineering Science [ICES],20
International Conference on Computational Intelligence and Multimedia [ICCIMA],20
International Conference on Computational Intelligence and Security [CIS],20
"International Conference on Computational Intelligence for Modelling, Control and Automation [CIMCA]",20
"International Conference on Computational Intelligence, Robotics and Autonomous Systems [CIRAS]",20
International Conference on Computational Linguistics [COLING],140
International Conference on Computational Molecular Biology [RECOMB],70
International Conference on Computational Science [ICCS],140
International Conference on Computational Science and Applications [ICCSA],20
International Conference on Computational Semiotics for Games and New Media [Cosign],20
International Conference on Computer Analysis of Images and Patterns [CAIP],70
"SIGGRAPH Asia [SiggraphA]
(SIGGRAPH Asia [SA])",20
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications [VISIGRAPP]",70
"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa [AFRIGRAPH]",20
International Conference on Computer Information Systems and Industrial Management Applications [CISIM],40
"International Conference on Computer Safety, Reliability and Security [SAFECOMP]",70
International Conference on Computer Supported Cooperative Work in Design [CSCWD],70
International Conference on Computer Theory and Applications [ICCTA],20
International Conference on Computer Vision Systems [ICVS],20
International Conference on Computers and their Applications [CATA],20
International Conference on Computers Helping People with Special Needs [ICCHP],20
International Conference on Computers in Education [ICCE],70
International Conference on Computing and Combinatorics [COCOON],140
International Conference on Computing and Informatics [ICOCI],20
International Conference on Conceptual Modelling [ER],140
International Conference on Conceptual Structures [ICCS],70
International Conference on Concurrency Theory [CONCUR],140
"International Conference on Control, Automation, Robotics and Vision [ICARCV]",140
International Conference on Convergence and Hybrid Information Technology [ICHIT],20
International Conference on Cooperative Information Systems [CoopIS],140
International Conference on Coordination Models and Languages [Coordination],70
International Conference on Creating Connecting and Collaborating through Computing [C5],20
International Conference on Cryptology and Network Security [CANS],70
International Conference on Cryptology in India [INDOCRYPT],70
International Conference on Cybercrime Forensics Education and Training [CFET],20
International Conference on Cyberworlds (was International Symposium on Cyberworlds) [CW],70
International Conference on Data Engineering [ICDE],200
International Conference on Database and Expert Systems Applications [DEXA],70
International Conference on Database Systems for Advanced Applications [DASFAA],70
International Conference on Database Theory [ICDT],140
International Conference on Dependability of Computer Systems [DEPCoS],40
"International Conference on Dependable, Autonomic and Secure Computing [DASC]",20
International Conference on Design Science Research in Information Systems and Technology [DESRIST],140
"International Conference on Digital Content, Multimedia Technology and its Applications [IDC]",20
International Conference on Digital Government Research [DGO],70
International Conference on Digital Society [ICDS],20
International Conference on Discrete Geometry for Computer Imagery [DGCI],20
International Conference on Discrete Mathematics and Theoretical Computer Science [DMTCS],70
International Conference on Distributed Computing and Internet Technologies [ICDCIT],20
International Conference on Distributed Computing and Networking [ICDCN],70
International Conference on Distributed Computing Systems [ICDCS],140
International Conference on Distributed Frameworks for Multimedia Applications [DFMA],20
International Conference on Dublin Core and Metadata Applications [DC],20
International Conference on e-Business [ICEB],70
"International Conference on Electronic Commerce [ICEC]
(International Conference on Electronic Commerce [ICEComm])",20
International Conference on Electronic Commerce and Web Technology [ECWeb],70
International Conference on Electronic Voting [EVOTE],20
International Conference on Email and Anti-Spam [CEAS],70
International Conference on Engineering Applications of Neural Networks [EANN],20
International Conference on Engineering Education [ICEE],20
International Conference on Enterprise Information Systems [ICEIS],20
International Conference on Enterprise Information Systems and Web Technologies [EISWT],20
International Conference on Enterprise Integration and Modelling Technology [ICEIMT],20
International Conference on Entertainment Computing [ICEC],20
International Conference on Evaluation and Assessment in Software Engineering [EASE],140
International Conference on Evaluation of Novel Approaches to Software Engineering [ENASE],70
International Conference on Experimental Implementation of Quantum Computation [QuantCom],20
International Conference on Agile Software Development [XP],70
International Conference on Field and Service Robotics [FSR],140
"International Conference on Formal Engineering Methods [ICFEM]
(International Conference on Formal Engineering Methods [FEM])",70
International Conference on Formal Methods for Open Object-Based Distributed Systems [FMOOD],20
International Conference on Formal Ontology in Information Systems [FOIS],140
International Conference on Foundation on Data Organization [FODO],140
International Conference on Frontiers of Handwriting Recognition [ICFHR],70
International Conference on Frontiers of Information Technology [FIT],20
International Conference on Functional Programming [ICFP],200
International Conference on Fuzzy Systems and Knowledge Discovery [FSKD],20
International Conference on Generative Programming and Component Engineering [GPCE],70
International Conference on Genetic Algorithms [ICGA],70
International Conference on GeoComputation [GeoComp],20
International Conference on Graph Transformations [ICGT],70
International Conference on Grid and Cooperative Computing [GCC],20
"International Conference on Green, Pervasive and Cloud Computing [GPC]
(International Conference on Grid and Pervasive Computing [GPC])",20
International Conference on Grid Computing and Applications [GCA],20
"International Conference on Grid computing, high-performance and Distributed Applications [GADA]",20
International Conference on Health Informatics [Healthinf],20
International Conference on High Performance Computing [HiPC],70
"International Conference on High Performance Computing, Networking and Communication Systems [HPCNCS]",70
International Conference on High Performance Scientific Computing [HPSC],20
International Conference on High-Performance Clustered Computing (International Conference on Linux Clusters) [LCI],20
International Conference on Human Factors in Computing Systems [CHI],200
International Conference on Human-Computer Interaction with Mobile Devices and Services [MobileHCI],70
International Conference on Hybrid Artificial Intelligence Systems [HAIS],20
International Conference on Hybrid Intelligent Systems [HIS],20
International Conference on Image Analysis and Processing [ICIAP],70
International Conference on Image and Graphics [ICIG],20
International Conference on Image and Signal Processing [ICISP],20
International Conference on Immersive Telecommunications [IMMERSCOM],20
International Conference on Implementation and Application of Automata [CIAA],70
International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems [IEA/AIE],70
International Conference on Informatics Education and Research [AIS SIGED: IAIM],70
"International Conference on Information and Communication Technologies and Development [ICTD]
( International Conference on Information and Communication Technologies Development [ICTD] )",20
International Conference on Information and Communication Technologies in Tourism [ENTER],20
International Conference on Information and Communications Security [ICICS],70
International Conference on Information and Communications Technology [ICICT],20
International Conference on Information and Emerging Technologies [ICIET],20
International Conference on Information and Knowledge Engineering [IKE],20
International Conference on Information Fusion [FUSION],20
International Conference on Information Processing and Management of Uncertainty [IPMU],20
International Conference on Information Resources Management [Conf-IRM],70
International Conference on Information Security and Assurance [ISA],20
International Conference on Information Security and Cryptography [SECRYPT],70
International Conference on Information Security and Cryptology [ICISC],70
International Conference on Information Systems [ICIS],200
International Conference on Information Systems Analysis and Synthesis [ISAS],20
International Conference on Information Systems Development [ISD],140
International Conference on Information Systems Security [ICISS],70
International Conference on Information Systems Technology and its Application [ISTA],70
International Conference on Information Technology and Applications [ICITA],20
International Conference on Information Technology Interfaces [ITI],20
International Conference on Information Technology: Coding and Computing [ITCC],20
International Conference on Information Theoretic Security [ICITS],20
International Conference on Information Visualisation [IV],70
"International Conference on Information, Communications and Signal Processing [ICICS]",70
International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems [CPAIOR],70
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce [IAWTIC]",70
International Conference on Intelligent Data Engineering and Automated Learning [IDEAL],20
International Conference on Intelligent Pervasive Computing [IPC],20
International Conference on Intelligent Systems [ICIL],20
International Conference on Intelligent Systems and Knowledge Engineering [ISKE],70
International Conference on Intelligent Systems Designs and Applications [ISDA],20
International Conference on Intelligent Text Processing and Computational Linguistics [CICLING],70
International Conference on Intelligent Tutoring Systems [ITS],140
International Conference on Intelligent User Interfaces [IUI],140
"International Conference on Interaction Sciences: Information Technology, Culture and Human [ICIS]",20
International Conference on International and Communication Technologies [ICICTE],20
International Conference on Internet and Web Applications and Services [ICIW],20
International Conference on Internet Computing [IC],70
International Conference on Internet Computing in Science and Engineering [ICICSE],20
"International Conference on Internet Monitoring and Protection [ICIMP]
(International Conference on Internet Monitoring and Protocol [ICIMP])",20
International Conference on Internet Technologies and Applications [ITA],70
International Conference on Knowledge Discovery and Data Mining [WKDD],20
International Conference on Knowledge Engineering and Knowledge Management [EKAW],70
International Conference on Knowledge Engineering and Ontology Development [KEOD],20
"International Conference on Knowledge Science, Engineering and Management [KSEM]",70
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems [KES],70
International Conference on Knowledge-based Intelligent Electronic Systems [KIES],20
International Conference on Language and Automata Theory and Applications [LATA],20
"International Conference on Legal Knowledge and Information Systems [JURIX]
(International Conference on Legal Knowledge-based Systems [JURIX])",20
International Conference on Logic Programming [ICLP],140
International Conference on Logic Programming and Non-monotonic Reasoning [LPNMR],140
International Conference on Machine Learning [ICML],200
International Conference on Machine Learning and Applications [ICMLA],20
International Conference on Machine Learning and Cybernetics [ICMLC],20
International Conference on Machine Vision [ICMV],20
International Conference on Management of Data [COMAD],70
International Conference on Massively Parallel Computing Systems [MPCS],70
International Conference on Medical Information? Visualisation [MediVis],20
International Conference on Mobile and Ubiquitous Systems: Networks and Services [Mobiquitous],140
International Conference on Mobile Business [ICMB],20
International Conference on Mobile Data Management [MDM],20
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies [UBICOMM]",20
International Conference on Model Transformation [ICMT],70
International Conference on Modelling Decisions for Artificial Intelligence [MDAI],70
International Conference on Multimedia Modelling [MMM],20
"International Conference on Multimodal Interaction [ICMI]
(International Conference on Multimodal Interfaces [ICMI])",70
International Conference on Natural Computation [ICNC],20
International Conference on network and System Security [NSS],70
International Conference on Network Protocols [ICNP],140
International Conference on Networked Computing [INC],20
International Conference on Neural Information Processing [ICONIP],140
"International Conference on Neural, Parallel and Scientific Computations [NPSC]",20
International Conference on New Trends of Information and Service Science [NISS],20
International Conference on Next Generation Web Services Practices [NWESP],20
International Conference on Optimization: Techniques And Applications [ICOTA],20
International Conference on Pairing-based Cryptography [Pairing],20
"International Conference on Parallel and Distributed Computing, Applications and Technologies [PDCAT]",70
International Conference on Parallel and Distributed Processing Techniques and Applications [PDPTA],70
International Conference on Parallel and Distributed Systems [ICPADS],70
International Conference on Parallel Architecture and Compilation Techniques [PACT],140
Euro-Par: International European Conference on Parallel and Distributed Computing,140
International Conference on Parallel Processing [ICPP],140
International Conference on Parallel Processing and Applied Mathematics [PPAM],20
International Conference on Pattern Recognition [ICPR],70
International Conference on Persuasive Technology [Persuasive],70
International Conference on Pervasive Computing and Applications [ICPCA],20
International Conference on Pervasive Services [ICPS],20
International Conference on Principles and Practice of Constraint Programming [CP],140
International Conference on Principles and Practice of Declarative Programming [PPDP],70
International Conference on Principles of Distributed Systems [OPODIS],70
"International Conference on Probability, Statistics and Operational Research [PSOR]",20
IEEE International Conference on Program Comprehension [ICPC],20
International Conference on Provable Security [ProvSec],70
International Conference on Qualitative Research in IT & IT in Qualitative Research [QualIT],70
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness [Qshine]
(International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks [Qsine])",70
"Software Quality, Reliability, and Security [QRS]
(International Conference on Quality Software [QSIC])",70
"International Conference on Embedded and Real Time Computing Systems and Applications [RTCSA]
(International Conference on Real-Time and Embedded Computing Systems and Applications [RTCSA])",70
International Conference on Recent Advances in Information Technology and Applications [RAITA],20
International Conference on Recent Advances in Natural Language Processing [RANLP],20
"International Conference on Relational and AlgebraicMethods in Computer Science [RAMiCS]
(International Conference on Relational Methods in Computer Science [RelMiCS])",20
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science [ROGICS]",20
International Conference on Reliable Software Technologies [Ada-Europe],70
International Conference on Research Challenges in Information Science [RCIS],70
International Conference on Risks and Security of Internet and Systems [CRiSIS],20
"International Conference on Robotics, Vision, Signal Processing and Power Applications [RoVISP]
(International Conference on Robotics [ROVPIA])",20
International Joint Conference on Rough Sets [IJCRS (was RSCTC)],20
RuleML: International Web Rule Symposium [RuleML],70
International Conference on Scientific and Statistical Data Base Management [SSDBM],140
International Conference on Security and Privacy for Communication Networks [SecureComm],70
International Conference on Security in Pervasive Computing [ICSPC],140
International Conference on Security of Information and Networks [SIN],20
International Conference on Semantic and Digital Media Technologies [SAMT],20
International Conference on Semantics Knowledge and Grid [SKG],20
International Conference on Sequences and their Applications [SETA],70
International Conference on Service Oriented Computing [ICSOC],140
International Conference on Software and Data Technologies [ICSoft],70
International Conference on Software Composition [SC],70
International Conference on Software Development [SWDC],70
International Conference on Software Engineering [ICSE],200
International Conference on Software Engineering Advances [ICSEA],20
International Conference on Software Engineering and Formal Methods [SEFM],70
International Conference on Software Engineering and Knowledge Engineering [SEKE],70
International Conference on Software Engineering Theory and Practice [SETP],20
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing [SNPD]",20
International Conference on Software Language Engineering [SLE],70
"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools) [SoMeT]",70
"International Conference on Software and System Processes [ICSSP]
(International Conference of Software and Systems Process (was ICSP prior to 2011) [ICSSP])",140
Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement [IWSM Mensura],20
International Conference on Software Quality Management [SQM],20
International Conference on Software Reuse [ICSR],70
"International Conference on Software Testing, Verification and Validation [ICST]",140
International Conference on Systems Engineering [ICSEng],20
"International Conference on Systems Research, Informatics and Cybernetics [ICSRIC]",20
International Conference on Systems Thinking in Management [STM],20
International Conference on Technology and Business Management [ICTBM],20
International Conference on Temporal Logic [ICTL],140
International Conference on Tests and Proofs [TAP],70
"International Conference on the Application and Theory of Petri Nets and Concurrency [ICATPN]
(International Conference on the Application and Theory of Petri Nets [ICATPN])",70
International Conference on the Foundations of Digital Games [FDG],20
International Conference on the Principles of Knowledge Representation and Reasoning [KR],200
International Conference on the Simulation and Synthesis of Living Systems [ALIFE],140
International Conference on the Statistical Analysis of Textual Data [JADT],20
International Conference on the Theory and Application of Cryptographic Techniques [EuroCrypt],200
International Conference on the Theory and Application of Cryptology and Information Security [ASIACRYPT],140
International Conference on Model Driven Engineering Languages and Systems [MODELS],140
Conference on Interactive Theorem Proving [ITP],140
International Conference on Theorem Proving with Analytic Tableaux and Related Methods [TABLEAUX],140
International Conference on Theoretical and Mathematical Foundations of Computer Science [TMFCS],20
International Conference on Theoretical and Methodological Issues in machine Translation [TMI],70
International Conference on Theory and Applications of Computational Science [TACS],20
International Conference on Theory and Applications of Satisfiability Testing [SAT],140
International Conference on Tools with Artificial Intelligence [ICTAI],70
International Conference on Trust Management [iTrust],20
"International Conference on Trust, Privacy and Security in Digital Business [TrustBus]",70
International Conference on Ubiquitous Intelligence and Computing [UIC],70
"International Conference on Unconventional Computation and Natural Computation [UC]
(International Conference on Unconventional Computation [UC])",20
"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM) [UMAP]",70
International Meeting on High Performance Computing for Computational Science [VECPAR],70
International Conference on Very Large Databases [VLDB],200
International Conference on Virtual Execution Environments [VEE],140
International Conference on Virtual Systems and MultiMedia [VSMM],70
International Conference on Visual Information Systems [VISUAL],20
International Conference on VLSI Design [VLSID],20
International Conference on Web Engineering [ICWE],70
International Conference on Web Information Systems and Technologies [WEBIST],20
International Conference on Web Information Systems Engineering [WISE],140
International Conference on Web-Age Information Management [WAIM],20
International Conference on Web-based Modelling and Simulation [WebSim],20
International Conference on Worldwide Computing and Its Applications [WWCA],20
International Conference Software and Systems Engineering and their Applications [ICSSEA],20
International Conference on Practice and Theory in Public Key Cryptography [PKC],70
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision [WSCG]",70
International Congress of Chinese Mathematicians [ICCM],20
International Congress of Mathematicians [ICM],20
International Congress on Computational and Applied Mathematics [ICCAM],20
International Congress on Modelling and Simulation [MODSIM],20
International CSI Computer Conference [CSICC],20
International Database Engineering and Applications Symposium [IDEAS],70
International Forum on Applied Wearable Computing [IFAWC],20
International French Speaking Conference on Logic and Constraint Programming [JFPLC],20
International Frontiers of Algorithmics Workshop [FAW],70
"International FLINS Conference on Robotics and Artificial Intelligence [FLINS]
(International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference [FLINS])",70
International ICSC Congress on Intelligent Systems and Applications [IICISA],20
International IEEE Security in Storage Workshop [SISW],20
International IEEE Workshop on Software Evolvability [SE],20
International Conference on Information Technology in Regional Areas [ITiRA],20
International Joint Conference CAAP/FASE on Theory and Practice of Software Development [TAPSOFT],20
International Joint Conference on Artificial Intelligence [IJCAI],200
International Joint Conference on Automated Reasoning [IJCAR],200
International Joint Conference on e-Business and Telecommunications [ICETE],20
"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management [IC3K]",20
International Joint Conference on Natural Language Processing [IJCNLP],70
International Joint Conference on Qualitative and Quantitative Practical Reasoning [ESQARU],140
